city,district,front,size,property_age,bedrooms,bathrooms,livingrooms,kitchen,garage,driver_room,maid_room,furnished,ac,roof,pool,frontyard,basement,duplex,stairs,elevator,fireplace,price,details,price_per_sqm,rooms_per_sqm,bath_per_room,luxury_score,city_encoded,front_encoded,property_age_encoded
الرياض,   حي طويق ,شمال,300,0,6,4,2,1,1,0,1,0,1,1,1,1,0,1,1,0,1,33000,"دبلكس جديد مكيفات راكبه بسعر مناسب

0555995250",110.0,0.02666666666666667,0.5,0.7,2,5,0
الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,0.024,0.8333333333333334,0.7,2,5,0
الرياض,   حي القادسية ,جنوب,370,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,"بسم الله مشاء الله  فله للاجار 🎗💥
✍درج داخالي  
📌مساحه 370
📌مدخلين رجال حريم
📌بايكه
📌مشب خارجي
📌حوش
📌صاله 
📌مقلط
📌مطبخ مستودع
📌غرفه كبار سنه ماستر
📌غرفه
📌فوق  🔻🔻🔻🔻 
📌٣ غرف نوم ماستر
📌صاله واسعه      ⭐🌖      60 دفعدين 55 كاش⭐
للتوا...",162.16216216216216,0.01891891891891892,0.7142857142857143,0.7,2,1,0
الرياض,   حي المونسية ,جنوب,200,3,5,4,1,1,1,0,1,0,1,1,0,1,0,0,1,0,0,60000,"🌎بسم الله مشاء الله
 فله دبلوكس للاجار 🏖
المونسيه🧱
فله للإيجار مكونه من🏕🏖 

♨️ثلاث ادوار درج داخلي 

                                   🪙  الدور الاول 🪙
صاله مجلس رجال +2 دورة مياة 
مطبخ +مستودع +حوش غسيل 
مقلط 
                               ...",300.0,0.03,0.6666666666666666,0.7,2,1,7
الرياض,   حي الربوة ,غرب,200,7,3,5,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0,100000,"مكيفات اسبيليت
مطبخ راكب
كاميرات مراقبة",500.0,0.025,1.0,0.7,2,8,12
الرياض,   حي العارض ,جنوب,370,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,1,0,0,120000,"🔴بسم الله مشاء الله تبارك الله 
يوجد لدينا فله شبه جديده  عمره سنه
فيها اثاث بسيط      🔴 بصراحه فله فاخر للصاملين📈
شارع 20
✅طريق ابو بكر الصديق  /العارض
✒١٢٠  بالسنه دفعتين
✒١١٠   بالسنه دفعه وحده


📶📶📶📶🪶
🔸️*** دور ارضي كامل استقبال درج داخل...",324.3243243243243,0.021621621621621623,0.625,0.7,2,1,0
الرياض,   حي العريجاء الوسطى ,شرق,400,other,7,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,30000,"فيلا 400 م دور واحد على شارع تجاري 30م 

مكونه من 
ملحق رجال مع دورة مياه
مدخل سيارة
حوش واسع
مجلس
6 غرف نوم
6 دورات مياه 
صاله
مطبخ راكب
مستودع
غرفة خادمة
السطح فيه غرفه 

الايجار  30 الف 

المالك رافض الشهري 

الموقع يصلح ل شركة او مؤسسة 

ويصلح حض...",75.0,0.02,0.625,0.7,2,4,15
الرياض,   حي العليا ,شرق,500,30,5,4,2,1,1,1,1,0,1,1,1,1,0,0,1,0,0,80000,فيلا للايجار حي العليا خلف الهزازي طريق العروبة مسبح وحوش وملحق وغرفة سائق مطبخ خارجي خمس غرف نوم للتواصل واتس اب 0500069611,160.0,0.014,0.5714285714285714,1.0,2,4,8
الرياض,   حي الملقا ,جنوب,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,130000,"فيلاء للإيجار حي الملقاء
قريب من طريق المطار 🛫
وطريق أنس بن مالك رضي الله عنهم
وطريق القصيم 🛣️
وقريب من جميع الخدمات

الفله مساحه 375م
جنوبيه

☎️للمفاهمه والإستفسار
شركه رموز العدل للعقارات

0552376081 ابو راكان واتس 📲 واتصال ☎️

0533888911 ابو اح...",346.6666666666667,0.016,0.8333333333333334,1.0,2,1,6
الرياض,   حي العارض ,شمال,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,120000,"بسم الله مشاء الله تبارك الله 🏖
فله فاخر  للاحار في العارض الرياض🏦
موقع ممتاز جدا قريب من جميع الخدمات 🏩🗽
للراغبين في السكن الفله درج داخلي نضيف🌁🏯
فيلا دبلكس في شمال الرياض ⛺

الدور الارضي :- 🔎
- مجلس رجال عصري بدورة مياة + صالة طعام 🌃🏣
- صا...",461.53846153846155,0.026923076923076925,0.7142857142857143,0.7,2,5,10
الرياض,   حي الرمال ,شمال غربي,345,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,45000,فيلا للايجار حي الرمال مكونه من مشب ومجلس ومقلط ومجلس نساء وغرفه كبار السن ٣ غرفه نوم وصاله منها غرفتين ماستر مع غرفة شغاله وسطح السعر ٤٥ الف ع دفعتين أو ٤٠ لف دفعه,130.43478260869566,0.017391304347826087,0.8333333333333334,0.7,2,7,0
الرياض,   حي العارض ,شرق,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,1,0,1,130000,"بسم الله مشاء الله تبارك الله🌱🌱
يوجد لدينا فله فاخر دبلوكي العارض📕
☘ملاحظه/لمعاينه الفله ضروري اخذ موعد قبله بي يوم
✒المساحه300
💸الوجه شرق
✒غرف النوم ٥
✒الصلات ٢
✒دوره المياه ٥
✒عرض الشارع١٦
✒عمر العقار جديد
✒حوش مطبخ فاخر ايطالي راكب 
✒مدخل سيار...",433.3333333333333,0.023333333333333334,0.7142857142857143,1.0,2,4,0
الرياض,   حي الشهداء ,شمال,300,10,5,5,3,1,1,1,1,0,0,1,0,1,0,0,1,0,0,70000,"بسم الله مشاء الله 🚩
فله  مجدد بلكامل في غرناطه🏳
مساحه ٣٠٠ متر✅
مدخل سياره✅
اكثر من ٥غرف ✅
حوش ✅
مدخلين رجال حريم✅
٣ صلات✅
٦دوره مياه✅
عرضرالشارع ١٥ متر✅
عمر العقار١٠✅
غرفه سايق✅
غرفه خادمه✅
سطح✅
تاسيس المكيفات شباك🔅🔆
مجدد كل شي فيها مم سباكه وبو...",233.33333333333334,0.02666666666666667,0.625,1.0,2,5,1
الرياض,   حي السويدي ,جنوب,500,other,7,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,0,40000,"فيلا للايجار دورين  شارع تجاري

قابلة للفصل 

السويدي . شارع كعب بن زهير 
شمال سوق الراجحي

الارضي . ٥ غرف + صالة + مطبخ + ٢ حمام 
العلوي . ٥غرف + صالة + ٢حمام 

لمذيد من المعلومات التواصل علي الارقام التالية 
٩٢٠٠٠٢٣١٣ _ ٠٥٨٢٣١١٣٦٦ _ ٠٥٠٢٦٧٧٧٧٩",80.0,0.018,0.4444444444444444,1.0,2,1,15
الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,0.024,0.8333333333333334,0.7,2,5,0
الرياض,   حي الرمال ,جنوب,250,3,4,5,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,45000,"🏘️فله للايجار حي الرمال الذهبي
موقع ممتاز جدا 📍
مساحه 250م
جنوبيه
شارع 20م

الدور الارضي :
تحت استقبال غرفه سائق ومشب وحوش ومجلس رجال مع دور المياه ومقلط وصاله ومجلس نساء ودوره مياه ومجلس حريم

الدور الاول :
٤غرف نوم و٣ دورات مياه غرفتين ماستر

الد...",180.0,0.02,1.0,1.0,2,1,7
الرياض,   حي الرمال ,جنوب,216,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,0,43000,"بسم الله مشاء الله تبارك الله 
ملاحضه /

فله درج داخلي للاجار       معها شقه مدخل خاص للاجار 
الموقع الرمال   الواحه
درج داخالي
جديد
لايوجد صوره  
لمعاينه الفله مه الشقه للصاملين يكون افضل 
التواصل مع ابو فاطمه 
للتواصل والاستفسارات
ابو فاطمه☎️📞👇
0...",199.07407407407408,0.032407407407407406,0.5714285714285714,0.7,2,1,0
الرياض,   حي القادسية ,جنوب,372,0,4,4,3,1,1,1,1,0,0,0,0,1,0,0,1,0,1,58000,"تواصل على الرقم : 
0548907466",155.91397849462365,0.01881720430107527,0.5714285714285714,1.0,2,1,0
الرياض,   حي الرمال ,شمال,265,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,46000,"فله للايجار جديدة ( درج داخلي )
الدور الارضي مكون ( ملحق خارجي ومجلس ومقلط رجال وصاله + غرفه كبار سن + مطبخ ومستودع للمطبخ + ٢ دورة مياه / الدور العلوي مكون ٣ غرف نوم ) الدور الثالث مكون من غرفه خادمة + سطح ) 
الموقع حي الرمال مخطط الواحه قريب من الم...",173.58490566037736,0.026415094339622643,0.7142857142857143,0.7,2,5,0
الرياض,   حي الرمال ,شمال,300,0,7,5,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,46000,"فيلا درج داخلي للايجار بحي الرمال 

تتكون من مدخل سياره و مشب و مجلس و مقلط

وصاله و مجلس نساء وغرفة كبار سنو مطبخ مع مستودع 

هاذا تحت.  ) فوق ٣ غرف نوم منها غرفه ماستر و في السطح

غرفة شغاله",153.33333333333334,0.02666666666666667,0.625,0.7,2,5,0
الرياض,   حي النرجس ,شرق,220,0,3,4,1,1,1,1,1,0,1,0,0,1,0,1,1,0,0,80000,"فيلا مودرن  موقع مميز وتشطيب ممتاز 
مجلس ودورة مياه رجال وصاله ومطبخ ودورة مياه نسا ء 3 غرف نوم وحمامين وغرفه خادمة وسايق  المكيفات راكبة والمطبخ راكب  مع الفرن",363.6363636363636,0.01818181818181818,1.0,1.0,2,4,0
الرياض,   حي التعاون ,شرق,250,other,5,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,90000,"فيلا دوبلكس مكيف ومطبخ راكب
مجلس  رجال
صاله كبيرة مفتوحه
مطبخ
٤ غرف نوم منها غرفتين ماستر
غرفة غسيل 
غرفة خادمة
حوش كبير

موقع مميز هادئي 
بجانب وزارة العدل قسم النساء 
مواقف خارجيه
قريب من الدائري

ابونواف
٠٥٠١٢٢٢٤٩٩",360.0,0.028,0.7142857142857143,1.0,2,4,15
الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,0.024,0.8333333333333334,0.7,2,5,0
الرياض,   حي طويق ,غرب,390,2,4,4,3,1,0,1,1,0,0,0,0,1,0,0,1,0,1,35000,يقبل شهري ويقبل سنوي او نصف سنوي,89.74358974358974,0.017948717948717947,0.5714285714285714,1.0,2,8,6
الرياض,   حي القيروان ,جنوب شرقي,337,3,4,3,2,1,1,0,1,0,1,1,0,1,0,0,1,1,0,140000,"فيلا ب القيروان شمال الرياض 
للإيجار 337.5م  المسطح 600 م 
 بنائها شخصي 100%
درج صاله  مجلس +مقلط+صاله كبيره+مطبخ كبير + مطبخ صغير +غرفه خادمه + ملحق خارجي + 
الدور الاول  غرفه ماسترر مكونه من غرفتين ومدخل + 3 غرف  كل غرفه مع دورة مياه خاصه+ صاله + م...",415.43026706231456,0.017804154302670624,0.5,0.7,2,2,7
الرياض,   حي ظهرة البديعة ,شرق,570,other,7,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,60000,"فيلا كامله للايجار

الدور مكونه / 
دور ارضي 
مجلس 
ومقلط 
وصـالـة 
ومـطـبخ 
ومجلس نساء 
حمام واحد مع مغاسل 
يوجد ملحق خارجي ( مشب ) 
ملحق خارجي لنساء مع دورة مياة 
ومدخل سيارة 
غرفة سواق 
الدور العلوي : 
عبارة عن ٧ غرف وصالة ودورتين مياة 
السطح /
غرف...",105.26315789473684,0.015789473684210527,0.5555555555555556,1.0,2,4,15
الرياض,   حي السليمانية ,شمال غربي,320,10,3,4,1,1,1,1,1,0,0,0,0,1,0,1,1,0,0,90000,"فيلا دبلكس 
درج بالصالة سكن عائلة واحده فقط لا تنقسم 
الأرضي مجلس وسفرة وصالة ومجلس نساء ومطبخ 
العلوي 3غرف نوم وصالة
 وملحق علوي للخادمة مع الغسيل 
ارضيات رخام لكامل المنزل ما عدا غرفتين النوم موكيت باقي الغرف رخام 
التكييف اسبليت مخفي لكامل المنزل ...",281.25,0.0125,1.0,1.0,2,7,1
الرياض,   حي النخيل ,شرق,300,6,4,5,2,1,1,1,1,0,0,0,0,1,0,1,1,0,0,120000,السعر قابل للتفاوض,400.0,0.02,0.8333333333333334,1.0,2,4,11
الرياض,   حي الصحافة ,غرب,325,8,4,5,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,90000,للايجار فله شمال الرياض حى الصحافه مكيفات ومطبخ راكب بها اربع غرف نوم ومدخل سياره وملحق خارجى,276.9230769230769,0.015384615384615385,1.0,0.7,2,8,13
الرياض,   حي المونسية ,جنوب,312,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,1,1,90000,"فيلا جديدة مميزة للايجار  


للتواصل 0502170018",288.46153846153845,0.028846153846153848,0.5555555555555556,1.0,2,1,0
الرياض,   حي حطين ,جنوب,263,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,1,0,160000,"فيلا VIP للايجار عبارة عن٣ صاله مجلس رجال مجلس نسا ٣ غرف نوم بالإضافة لغرفة ماستر مكيف مخفي  بالدور  الأرضي 
والغرفة الماستر مجهز بشتر على الشبابيك وأيضا بكاميرات مراقبه داخلية يوجد ٢ مطبخ واحد مغلق والثاني مفتوح مع ملحق تراثي ويوجد شقة مجهزه لغسيل ا...",608.3650190114068,0.030418250950570342,0.625,1.0,2,1,7
الرياض,   حي الملقا ,جنوب,200,2,5,5,2,1,1,0,1,0,1,1,0,1,0,1,1,0,0,90000,"فيلا للايجار بالملقا شرق الخير
قريية من فوال الطايف وكبدة الخير
٢٠٠ م دبلكس
الارضي مجلس ومقلط وصاله وغرفة كبار سن ومطبخ ومدخل سياره وحمامين
فوق اربع غرف نوم مع ثلاث حمامات
وصاله والسطح غرفتين وغرفة خادمة وغسيل
مطبخ راكب
ومكيفات مركبة
سبيلت
بدون غرفة ...",450.0,0.035,0.7142857142857143,0.7,2,1,6
الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,0.024,0.8333333333333334,0.7,2,5,0
الرياض,   حي طويق ,غرب,375,2,5,5,3,1,1,0,1,0,0,1,0,1,0,0,1,0,1,38000,"♦️تم التأجير ♦️فيلا للإجار  عن ركن كفي مختصر  ودورة مياه 
الدور الارضي يتكون من مجلس واسع ودورة مياه ومقلط 
 وصاله شرحه وكبيره ومطبخ ومستودع 
(ومجلس نساء) ودورة مياه (غرفة بخزانه ملابس ودورة مياه) ومدخل نساء ومستودع خارجي بالحوش
 الدور الاول ويتكون م...",101.33333333333333,0.021333333333333333,0.625,0.7,2,8,6
الرياض,   حي العارض ,شمال,326,0,4,5,3,1,1,1,1,0,1,1,0,1,0,0,1,0,0,140000,"للإيجار فيلا مودرن تصميم جميل

الدور الارضي:
مجلس ومقلط وصالة ومجلس نساء ومطبخ وغرفة خادمة وملحق خارجي

الدور الاول:
٤ غرف نوم ماستر وصالة


لايوجد سطح

المكيفات والمطبخ راكبه",429.44785276073617,0.02147239263803681,0.7142857142857143,1.0,2,5,0
الرياض,   حي النرجس ,غرب,372,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,1,0,0,160000,"فلل للإيجار بمجمع سكني مغلق بحي النرجس
اسعار تبدا من 139 الف ويضاف 2.5٪؜ عمولة 
بناء جديد أول ساكن

يوجد بالمجمع جميع الخدمات من نادي رياضي ونادي صحي وميني ماركت وكافيه ومسابح داخلية وخارجية ومنطقة ألعاب أطفال وصالة اجتماعات وقاعة مناسبات

توجد م...",430.10752688172045,0.013440860215053764,1.0,1.0,2,8,0
الرياض,   حي النخيل ,جنوب شرقي,420,15,5,5,3,1,1,1,1,0,0,1,0,1,0,1,1,0,0,140000,فيلا للايجار في حي النخيل مجددة,333.3333333333333,0.01904761904761905,0.625,1.0,2,2,5
الرياض,   حي الياسمين ,شمال,300,3,4,5,2,1,1,1,1,0,1,0,0,1,0,1,1,0,0,110000,"٣٠٠م للإيجار دوبلكس العمر ٣سنوات
٤غرف نوم و٣حمامات
والأرضي مجلس وصالة ومطبخ
والسطح غرفة للشغالة وحمام
 وغرفة سائق
مكيفات اسبيلت ومطبخ راكب
شارع ١٥شمالي
١١٠ألف
المعاينة من الساعة ٩صباحا إلي٤عصرا",366.6666666666667,0.02,0.8333333333333334,1.0,2,5,7
الرياض,   حي ظهرة البديعة ,شرق,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,39000,"للايجار فله المساحه 300 م العمر 12 سنه 
مجلس مقلط مجلس نساء صاله 3 دوراه مياه مطبخ راكب مدخل سياره 
الدور الثاني 
جناحين + غرفتين نوم مع دوراه مياه + صاله 
الدور الثالث 
غرفتين نوم + دوره مياه + سطح",130.0,0.03,0.5555555555555556,0.7,2,4,1
الرياض,   حي الربوة ,غرب,200,2,7,5,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,85000,"تشطيب راقي وموقع مميز قريب من جميع الخدمات
المطبخ راكب بالاضافة الى فرن وميكروييف 
تكييف سبلت
نظام سكيورتي كاميرا",425.0,0.045,0.5555555555555556,0.7,2,8,6
الرياض,   حي ظهرة لبن ,شرق,320,3,4,4,2,1,1,0,1,0,1,0,0,1,0,1,1,0,0,47000,"فلة للايجار ٤ غرف نوم و صالة الدور العلوي و السطح غرفة خادمة و غرفة غسيل و سطح 

الدور الارضي صالة و مجلس ضيافة و حوش و مطبخ راكب و مكيفات راكبه",146.875,0.01875,0.6666666666666666,0.7,2,4,7
الرياض,   حي حطين ,غرب,250,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,100000,"للايجار فيلا فاخره  بحي الملقا قريبة من جميع الخدمات 
تتكون من 
الدور الارضي عباره عن مجلس ودورة مياة 
مطبخ راكب  
وغرفة سائق ومدخل سيارة 
الدور الاول 
عباره عن  صاله و ثلاث غرف ماستر كل غرفة بحمام 
الدور الثاني 
غرفه ماستر  
وغرفة خادمه ومستودع 
مكي...",400.0,0.024,0.8333333333333334,1.0,2,8,10
الرياض,   حي الياسمين ,غرب,400,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,90000,"للايجار فيلا درج صاله بحى الصحافة 
عبارة عن مدخل سيارة حوش واسع 
مجلس رجال ومجلس نساء 
ملقط وصاله مطبخ 
الدور العلوي 
5 غرفه نوم منهم غرفتين نوم ماستر 
وصاله 
السطح غرفه شغاله غرفه غسل 
والسطح واسع 
المطبخ راكبه المكيفات راكبه 
الفيلا مجدي بكامل 
قري...",225.0,0.015,0.8333333333333334,1.0,2,8,10
الرياض,   حي النخيل ,جنوب,262,8,6,5,2,1,1,1,1,0,1,0,0,1,1,1,1,0,0,180000,"تم التأجير

تم التأجير

تم التأجير

فلة للإيجار بحي النخيل بشمال الرياض

مساحتها 262م

الفلة مرتبة ونظيفة جدا جدا

قبو كبير 12م في 8م به غرفتين
مطبخ كلاسيكي فخم راكب
‏‎13 مكيف فوجي الكترك تعمل بشكل ممتاز

الدور الأرضي:
مجلس/صالة كبيرة مفتوحة
كراج خاص...",687.0229007633587,0.030534351145038167,0.625,1.0,2,1,13
الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,0.024,0.8333333333333334,0.7,2,5,0
الرياض,   حي الملقا ,other,300,2,4,4,2,1,1,1,1,1,1,0,1,1,0,0,1,0,0,140000,"@4tunerealty

للايجار فلل داخل كمباوند بيوت التلال الذكية بحي الملقا
 مدخل خاص ومدخل كراج الدور الارضي مجالس وغرفة خادمة وغرفة غسيل
 الدور العلوي 3 غرف نوم منها واحدة ماستر ومجلس مطل على الحديقة 
مؤثثة بالكامل مع حديقة مشتركة ونادي رياضي ومسبح وساونا...",466.6666666666667,0.02,0.6666666666666666,1.0,2,0,6
الرياض,   حي قرطبة ,شرق,200,3,5,5,3,1,1,0,1,0,1,0,0,1,0,1,1,0,0,75000,"فيلا دبلكس درج صالة للايجار 
الموقع صحيح بالاعلان 
حوش ومدخل سيارة 
مجلس وصالة كبيرة ومطبخ الدور الأرضي
العلوي الأول مكون من ثلاث غرف نوم وحمامين 
العلوي الثاني مكون من غرفتين وصالة 
راكب مكيفات 
السعر قابل للتفاوض",375.0,0.04,0.625,0.7,2,4,7
الرياض,   حي ظهرة لبن ,شمال,200,5,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,1,0,40000,"دبلكس درج داخلي مساحته 200 
الدور الارضي مجلس ومقلط 
وصالتين مفتوحة على بعض 
ومطبخ ودورتين مياة

الدور الثاني ثلاث غرف نوم 
وصالة وحمامين

الدور الثالث غرفتين نوم 
وصالة وحمام

مطبخ راكب

الصرف واصل المويه وايت مابعد وصلت 
الالياف واصله الاجار",200.0,0.045,0.5555555555555556,0.7,2,5,10
الرياض,   حي طويق ,شمال,350,0,7,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,1,55000,"شقة للايجار .. تشطيب فاخر 
ثلاث ادوار درج صالة حلزوني للثلاث ادوار 
الدور الارضي مجلسين استقبال رجال ونساء + غرفة كبار سن 
غرفة غسيل + مستودع + مشب خارجي مستقل 
الدور الثاني والثالث غرف نوم بحماماتها  ( ١ غرفة نوم ماستر ) 
+ السطح 

يوجد شقتين في نفس...",157.14285714285714,0.025714285714285714,0.5555555555555556,0.7,2,5,0
الرياض,   حي العارض ,شرق,200,0,6,5,3,1,1,1,1,1,1,0,0,1,0,1,1,0,0,130000,"فيلا درج داخلي مؤثثه بالكامل

الموقع : دانة الياسمين 

الدور الارضي:


مدخل كراج 
غرفة سائق 
مجلس رجال 
صالة استقبال كبيره
مطبخ مؤثث بالكامل مع اجهزته 
دورتين مياه 
الدور الثاني :

صالة (جلسة عائلية) 
جناح رئيسي  
غرفتين نوم 
الدور الثالث : (الخدمات)...",650.0,0.045,0.5555555555555556,1.0,2,4,0
الرياض,   حي العليا ,جنوب,520,other,5,5,2,1,1,1,1,0,1,1,0,1,0,0,1,0,0,95000,"فيلا بعقد سنوي او طويل قابله للفصل بدورين وبناء غرف اضافيه للاستثمار
الدور الأرضي مكون من مجلس كبير حرف L وصالة كبيرة مقابلها غرفة طعام وبجوارها مطبخ كبير فيه مخزن وغرفة غسيل بالإضافة غرفه صغير وحمام بالدور الأرضي
فناء  خارجي وسيع مع حديقة جنوبية
ملح...",182.69230769230768,0.013461538461538462,0.7142857142857143,1.0,2,1,15
الرياض,   حي الربيع ,شمال,500,10,4,5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,0,110000,فيلا للإيجار بحى الربيع الشرقى ممتازه مجالس وملحق خارجى ومجلس غرف نوم مطبخ ومكيفات راكبه,220.0,0.014,0.7142857142857143,0.7,2,5,1
الرياض,   حي المهدية ,شمال,200,2,4,5,2,1,1,0,1,0,0,0,0,1,0,1,1,0,0,42000,"دبكلس للايجار - المهدية (المخطط الذهبي التقاطع الاول) موقع ممتاز تبعد عن الدائري حوالي 4 دقائق
- الدور الارضي: مجلس / غرفة طعام / صالة / مطبخ 
- الدور الاول:  صاله / 4 غرف نوم منها 2 ماستر  
- الدور الثاني: غرفتين / سطح 

التواصل 0544442596",210.0,0.03,0.8333333333333334,0.7,2,5,6
الرياض,   حي النرجس ,جنوب,375,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,140000,"فيلا جديدة للايجار بمخطط رياض النرجس شمال سلمان شرق ابو بكر 
مطبخ راكب من الشايع تكلفته ٨٠ ألف 
بدون مكيفات",373.3333333333333,0.016,0.8333333333333334,1.0,2,1,0
الرياض,   حي ظهرة لبن ,شرق,450,2,7,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,1,60000,"فيلا للايجار حي لبن
٤٥٠/ مساحه /// شرقيه 
بين  ش. ///المجد وش.//// المشرق 
شرق شارع المجد تبعد عن جامع الملك عبدالله ١٠٠م 
مدخل رجال ومدخل حريم ومدخل سياره 
 مشب مجلس صاله جانبيه ومقلط رجال وغرفة كبار السن 
وصالة كبيره 
مطبخ ومقلط حريم ٣/ دورة مياه 
...",133.33333333333334,0.02,0.5555555555555556,0.7,2,4,6
الرياض,   حي الازدهار ,جنوب,375,8,6,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,0,95000,فله للايجار في حي الازدهار جديده وقريبه من الخدمات ويوجد سطح وحوش وغرفه سايق ومدخل سياره للاستفسار 0535047201,253.33333333333334,0.021333333333333333,0.625,1.0,2,1,13
الرياض,   حي الملقا ,جنوب,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,130000,"موقع مميز قريب من طريق المطار وطريق القصيم وطريق أنس بن مالك رضى الله عنه

للتواصل والمعاينة ج٠٥٦٣٠٦٠٠٣٦",346.6666666666667,0.016,0.8333333333333334,1.0,2,1,6
الرياض,   حي العارض ,شمال,250,0,5,5,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,80000,"للايجار فيلا دبلكس في موقع ممتاز جدا بالقرب من كمباوند لبنى العليان والمدرسة العالمية الامريكية. الفيلا مكونة من:



######الدور الأرضي######
حوش امامي وحوش صغير خلفي
مجلس
صاله واسعه
مطبخ راكب (يفتح على الصاله وعلى الحوش)

######الدور الثاني######
٤ ...",320.0,0.024,0.8333333333333334,0.7,2,5,0
الرياض,   حي الملقا ,جنوب,375,2,5,5,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,130000,"للايجار فيلا حى الملقا 
المساحه 375م الوجهه جنوبيه شارع 15
العمر عامين 
المواصفات 
مدخل سياره غرفة سائق
الارضى 
مجلس وصاله مقلط وغرفتين نوم 
مطبخ ومستودع ومخزن 
الدور الاول
غرفتين نوم ودورتين مياه
السطح 
غرفة نوم ودورة مياه 
والسطح
مباشر",346.6666666666667,0.016,0.8333333333333334,1.0,2,1,6
